1	 사업장 	 항목 	 공장그룹 	 일련번호 	 형식 	 관제점(채운용) 	 단위 	 표시 	 TAG 명 			 Primary Key 	 PID No 	 Line Size 	 Fluid Code 	Serial Number	 Matarial Spec 	 Insulation 	 관제점 설명 		 관제점 명칭 	 주기 	 Log 	 Event 	1
142	 승부 	 스팀 	 F03 	 0009 					 FT 	3206	설비	F030009-FT3206	 PID-VUP-306 	 32A 	 S 	3218	 A1 	 H 	승부	 스팀 		 aaa 			142
143	 승부 	 스팀 	 F03 	 0009 					 PI 	3206	관제점	F030009-PI3206	 PID-VUP-306 	 32A 	 S 	3218	 A1 	 H 	승부	 스팀 		 aaa 			143
144	 승부 	 스팀 	 F03 	 0009 					 PI 	3206	관제점	F030009-PI3206	 PID-VUP-306 	 32A 	 S 	3218	 A1 	 H 	승부	 스팀 		 aaa 			144
145	 승부 	 스팀 	 F03 	 0009 					 PT 	3206	설비	F030009-PT3206	 PID-VUP-306 	 32A 	 S 	3218	 A1 	 H 	승부	 스팀 		 aaa 			145
146	 화성금속 	 압공 	 F03 	 0010 					 XV 	3125	관제점	F030010-XV3125	 PID-VUP-308 	 25A 	 AIR 	3158	 A2 	 N 	화성금속	 압공 		 aaa 			146
147	 화성금속 	 압공 	 F03 	 0010 					 HS 	3125	설비	F030010-HS3125	 PID-VUP-308 	 25A 	 AIR 	3158	 A2 	 N 	화성금속	 압공 		 aaa 			147
148	 화성금속 	 압공 	 F03 	 0010 					 FT 	3125	설비	F030010-FT3125	 PID-VUP-308 	 25A 	 AIR 	3158	 A2 	 N 	화성금속	 압공 		 aaa 			148
149	 화성금속 	 압공 	 F03 	 0010 					 FI 	3125	관제점	F030010-FI3125	 PID-VUP-308 	 25A 	 AIR 	3158	 A2 	 N 	화성금속	 압공 		 aaa 			149
150	 화성금속 	 압공 	 F03 	 0010 					 FI 	3125	관제점	F030010-FI3125	 PID-VUP-308 	 25A 	 AIR 	3158	 A2 	 N 	화성금속	 압공 		 aaa 			150
151	 화성금속 	 압공 	 F03 	 0010 					 PI 	3125	관제점	F030010-PI3125	 PID-VUP-308 	 25A 	 AIR 	3158	 A2 	 N 	화성금속	 압공 		 aaa 			151
152	 화성금속 	 압공 	 F03 	 0010 					 PI 	3125	관제점	F030010-PI3125	 PID-VUP-308 	 25A 	 AIR 	3158	 A2 	 N 	화성금속	 압공 		 aaa 			152
153	 화성금속 	 압공 	 F03 	 0010 					 PT 	3125	설비	F030010-PT3125	 PID-VUP-308 	 25A 	 AIR 	3158	 A2 	 N 	화성금속	 압공 		 aaa 			153
154	 화성금속 	 스팀 	 F03 	 0010 					 XV 	3220	관제점	F030010-XV3220	 PID-VUP-306 	 25A 	 S 	3234	 A1 	 H 	화성금속	 스팀 		 aaa 			154
155	 화성금속 	 스팀 	 F03 	 0010 					 HS 	3220	설비	F030010-HS3220	 PID-VUP-306 	 25A 	 S 	3234	 A1 	 H 	화성금속	 스팀 		 aaa 			155
156	 화성금속 	 스팀 	 F03 	 0010 					 FI 	3220	관제점	F030010-FI3220	 PID-VUP-306 	 25A 	 S 	3234	 A1 	 H 	화성금속	 스팀 		 aaa 			156
157	 화성금속 	 스팀 	 F03 	 0010 					 FI 	3220	관제점	F030010-FI3220	 PID-VUP-306 	 25A 	 S 	3234	 A1 	 H 	화성금속	 스팀 		 aaa 			157
158	 화성금속 	 스팀 	 F03 	 0010 					 FT 	3220	설비	F030010-FT3220	 PID-VUP-306 	 25A 	 S 	3234	 A1 	 H 	화성금속	 스팀 		 aaa 			158
159	 화성금속 	 스팀 	 F03 	 0010 					 PI 	3220	관제점	F030010-PI3220	 PID-VUP-306 	 25A 	 S 	3234	 A1 	 H 	화성금속	 스팀 		 aaa 			159
160	 화성금속 	 스팀 	 F03 	 0010 					 PI 	3220	관제점	F030010-PI3220	 PID-VUP-306 	 25A 	 S 	3234	 A1 	 H 	화성금속	 스팀 		 aaa 			160
161	 화성금속 	 스팀 	 F03 	 0010 					 PT 	3220	설비	F030010-PT3220	 PID-VUP-306 	 25A 	 S 	3234	 A1 	 H 	화성금속	 스팀 		 aaa 			161
162	 쌍용 	 압공 	 F03 	 0011 					 XV 	3105	관제점	F030011-XV3105	 PID-VUP-308 	 25A 	 AIR 	3138	 A2 	 N 	쌍용	 압공 		 aaa 			162
163	 쌍용 	 압공 	 F03 	 0011 					 HS 	3105	설비	F030011-HS3105	 PID-VUP-308 	 25A 	 AIR 	3138	 A2 	 N 	쌍용	 압공 		 aaa 			163
164	 쌍용 	 압공 	 F03 	 0011 					 FI 	3105	관제점	F030011-FI3105	 PID-VUP-308 	 25A 	 AIR 	3138	 A2 	 N 	쌍용	 압공 		 aaa 			164
165	 쌍용 	 압공 	 F03 	 0011 					 FI 	3105	관제점	F030011-FI3105	 PID-VUP-308 	 25A 	 AIR 	3138	 A2 	 N 	쌍용	 압공 		 aaa 			165
166	 쌍용 	 압공 	 F03 	 0011 					 FT 	3105	설비	F030011-FT3105	 PID-VUP-308 	 25A 	 AIR 	3138	 A2 	 N 	쌍용	 압공 		 aaa 			166
167	 쌍용 	 압공 	 F03 	 0011 					 PI 	3105	관제점	F030011-PI3105	 PID-VUP-308 	 25A 	 AIR 	3138	 A2 	 N 	쌍용	 압공 		 aaa 			167
168	 쌍용 	 압공 	 F03 	 0011 					 PI 	3105	관제점	F030011-PI3105	 PID-VUP-308 	 25A 	 AIR 	3138	 A2 	 N 	쌍용	 압공 		 aaa 			168
169	 쌍용 	 압공 	 F03 	 0011 					 PT 	3105	설비	F030011-PT3105	 PID-VUP-308 	 25A 	 AIR 	3138	 A2 	 N 	쌍용	 압공 		 aaa 			169
170	 경중 	 압공 	 F03 	 0012 					 XV 	3101	관제점	F030012-XV3101	 PID-VUP-308 	 20A 	 AIR 	3134	 A2 	 N 	경중	 압공 		 aaa 			170
171	 경중 	 압공 	 F03 	 0012 					 HS 	3101	설비	F030012-HS3101	 PID-VUP-308 	 20A 	 AIR 	3134	 A2 	 N 	경중	 압공 		 aaa 			171
172	 경중 	 압공 	 F03 	 0012 					 FI 	3101	관제점	F030012-FI3101	 PID-VUP-308 	 20A 	 AIR 	3134	 A2 	 N 	경중	 압공 		 aaa 			172
173	 경중 	 압공 	 F03 	 0012 					 FI 	3101	관제점	F030012-FI3101	 PID-VUP-308 	 20A 	 AIR 	3134	 A2 	 N 	경중	 압공 		 aaa 			173
174	 경중 	 압공 	 F03 	 0012 					 FT 	3101	설비	F030012-FT3101	 PID-VUP-308 	 20A 	 AIR 	3134	 A2 	 N 	경중	 압공 		 aaa 			174
175	 경중 	 압공 	 F03 	 0012 					 PI 	3101	관제점	F030012-PI3101	 PID-VUP-308 	 20A 	 AIR 	3134	 A2 	 N 	경중	 압공 		 aaa 			175
176	 경중 	 압공 	 F03 	 0012 					 PI 	3101	관제점	F030012-PI3101	 PID-VUP-308 	 20A 	 AIR 	3134	 A2 	 N 	경중	 압공 		 aaa 			176
177	 경중 	 압공 	 F03 	 0012 					 PT 	3101	설비	F030012-PT3101	 PID-VUP-308 	 20A 	 AIR 	3134	 A2 	 N 	경중	 압공 		 aaa 			177
178	 경중 	 스팀 	 F03 	 0012 					 XV 	3222	관제점	F030012-XV3222	 PID-VUP-306 	 25A 	 S 	3236	 A1 	 H 	경중	 스팀 		 aaa 			178
179	 경중 	 스팀 	 F03 	 0012 					 HS 	3222	설비	F030012-HS3222	 PID-VUP-306 	 25A 	 S 	3236	 A1 	 H 	경중	 스팀 		 aaa 			179
180	 경중 	 스팀 	 F03 	 0012 					 FI 	3222	관제점	F030012-FI3222	 PID-VUP-306 	 25A 	 S 	3236	 A1 	 H 	경중	 스팀 		 aaa 			180
181	 경중 	 스팀 	 F03 	 0012 					 FI 	3222	관제점	F030012-FI3222	 PID-VUP-306 	 25A 	 S 	3236	 A1 	 H 	경중	 스팀 		 aaa 			181
182	 경중 	 스팀 	 F03 	 0012 					 FT 	3222	설비	F030012-FT3222	 PID-VUP-306 	 25A 	 S 	3236	 A1 	 H 	경중	 스팀 		 aaa 			182
183	 경중 	 스팀 	 F03 	 0012 					 PI 	3222	관제점	F030012-PI3222	 PID-VUP-306 	 25A 	 S 	3236	 A1 	 H 	경중	 스팀 		 aaa 			183
184	 경중 	 스팀 	 F03 	 0012 					 PI 	3222	관제점	F030012-PI3222	 PID-VUP-306 	 25A 	 S 	3236	 A1 	 H 	경중	 스팀 		 aaa 			184
185	 경중 	 스팀 	 F03 	 0012 					 PT 	3222	설비	F030012-PT3222	 PID-VUP-306 	 25A 	 S 	3236	 A1 	 H 	경중	 스팀 		 aaa 			185
186	 큐빅코리아 	 압공 	 F03 	 0013 					 XV 	3126	관제점	F030013-XV3126	 PID-VUP-308 	 25A 	 AIR 	3159	 A2 	 N 	큐빅코리아	 압공 		 aaa 			186
187	 큐빅코리아 	 압공 	 F03 	 0013 					 HS 	3126	설비	F030013-HS3126	 PID-VUP-308 	 25A 	 AIR 	3159	 A2 	 N 	큐빅코리아	 압공 		 aaa 			187
188	 큐빅코리아 	 압공 	 F03 	 0013 					 FT 	3126	설비	F030013-FT3126	 PID-VUP-308 	 25A 	 AIR 	3159	 A2 	 N 	큐빅코리아	 압공 		 aaa 			188
189	 큐빅코리아 	 압공 	 F03 	 0013 					 FI 	3126	관제점	F030013-FI3126	 PID-VUP-308 	 25A 	 AIR 	3159	 A2 	 N 	큐빅코리아	 압공 		 aaa 			189
190	 큐빅코리아 	 압공 	 F03 	 0013 					 FI 	3126	관제점	F030013-FI3126	 PID-VUP-308 	 25A 	 AIR 	3159	 A2 	 N 	큐빅코리아	 압공 		 aaa 			190
191	 큐빅코리아 	 압공 	 F03 	 0013 					 PT 	3126	설비	F030013-PT3126	 PID-VUP-308 	 25A 	 AIR 	3159	 A2 	 N 	큐빅코리아	 압공 		 aaa 			191
192	 큐빅코리아 	 압공 	 F03 	 0013 					 PI 	3126	관제점	F030013-PI3126	 PID-VUP-308 	 25A 	 AIR 	3159	 A2 	 N 	큐빅코리아	 압공 		 aaa 			192
193	 큐빅코리아 	 압공 	 F03 	 0013 					 PI 	3126	관제점	F030013-PI3126	 PID-VUP-308 	 25A 	 AIR 	3159	 A2 	 N 	큐빅코리아	 압공 		 aaa 			193
194	 큐빅코리아 	 스팀 	 F03 	 0013 					 XV 	3203	관제점	F030013-XV3203	 PID-VUP-306 	 25A 	 S 	3215	 A1 	 H 	큐빅코리아	 스팀 		 aaa 			194
195	 큐빅코리아 	 스팀 	 F03 	 0013 					 HS 	3203	설비	F030013-HS3203	 PID-VUP-306 	 25A 	 S 	3215	 A1 	 H 	큐빅코리아	 스팀 		 aaa 			195
196	 큐빅코리아 	 스팀 	 F03 	 0013 					 FI 	3203	관제점	F030013-FI3203	 PID-VUP-306 	 25A 	 S 	3215	 A1 	 H 	큐빅코리아	 스팀 		 aaa 			196
197	 큐빅코리아 	 스팀 	 F03 	 0013 					 FI 	3203	관제점	F030013-FI3203	 PID-VUP-306 	 25A 	 S 	3215	 A1 	 H 	큐빅코리아	 스팀 		 aaa 			197
198	 큐빅코리아 	 스팀 	 F03 	 0013 					 FT 	3203	설비	F030013-FT3203	 PID-VUP-306 	 25A 	 S 	3215	 A1 	 H 	큐빅코리아	 스팀 		 aaa 			198
199	 큐빅코리아 	 스팀 	 F03 	 0013 					 PI 	3203	관제점	F030013-PI3203	 PID-VUP-306 	 25A 	 S 	3215	 A1 	 H 	큐빅코리아	 스팀 		 aaa 			199
200	 큐빅코리아 	 스팀 	 F03 	 0013 					 PI 	3203	관제점	F030013-PI3203	 PID-VUP-306 	 25A 	 S 	3215	 A1 	 H 	큐빅코리아	 스팀 		 aaa 			200
201	 큐빅코리아 	 스팀 	 F03 	 0013 					 PT 	3203	설비	F030013-PT3203	 PID-VUP-306 	 25A 	 S 	3215	 A1 	 H 	큐빅코리아	 스팀 		 aaa 			201
202	 쥬얼테크 	 압공 	 F03 	 0014 					 XV 	3103	관제점	F030014-XV3103	 PID-VUP-308 	 25A 	 AIR 	3136	 A2 	 N 	쥬얼테크	 압공 		 aaa 			202
203	 쥬얼테크 	 압공 	 F03 	 0014 					 HS 	3103	설비	F030014-HS3103	 PID-VUP-308 	 25A 	 AIR 	3136	 A2 	 N 	쥬얼테크	 압공 		 aaa 			203
204	 쥬얼테크 	 압공 	 F03 	 0014 					 FI 	3103	관제점	F030014-FI3103	 PID-VUP-308 	 25A 	 AIR 	3136	 A2 	 N 	쥬얼테크	 압공 		 aaa 			204
205	 쥬얼테크 	 압공 	 F03 	 0014 					 FI 	3103	관제점	F030014-FI3103	 PID-VUP-308 	 25A 	 AIR 	3136	 A2 	 N 	쥬얼테크	 압공 		 aaa 			205
206	 쥬얼테크 	 압공 	 F03 	 0014 					 FT 	3103	설비	F030014-FT3103	 PID-VUP-308 	 25A 	 AIR 	3136	 A2 	 N 	쥬얼테크	 압공 		 aaa 			206
207	 쥬얼테크 	 압공 	 F03 	 0014 					 PI 	3103	관제점	F030014-PI3103	 PID-VUP-308 	 25A 	 AIR 	3136	 A2 	 N 	쥬얼테크	 압공 		 aaa 			207
208	 쥬얼테크 	 압공 	 F03 	 0014 					 PI 	3103	관제점	F030014-PI3103	 PID-VUP-308 	 25A 	 AIR 	3136	 A2 	 N 	쥬얼테크	 압공 		 aaa 			208
209	 쥬얼테크 	 압공 	 F03 	 0014 					 PT 	3103	설비	F030014-PT3103	 PID-VUP-308 	 25A 	 AIR 	3136	 A2 	 N 	쥬얼테크	 압공 		 aaa 			209
210	 쥬얼테크 	 스팀 	 F03 	 0014 					 XV 	3204	관제점	F030014-XV3204	 PID-VUP-306 	 32A 	 S 	3216	 A1 	 H 	쥬얼테크	 스팀 		 aaa 			210
211	 쥬얼테크 	 스팀 	 F03 	 0014 					 HS 	3204	설비	F030014-HS3204	 PID-VUP-306 	 32A 	 S 	3216	 A1 	 H 	쥬얼테크	 스팀 		 aaa 	 		211
212	 쥬얼테크 	 스팀 	 F03 	 0014 					 FI 	3204	관제점	F030014-FI3204	 PID-VUP-306 	 32A 	 S 	3216	 A1 	 H 	쥬얼테크	 스팀 		 aaa 			212
213	 쥬얼테크 	 스팀 	 F03 	 0014 					 FI 	3204	관제점	F030014-FI3204	 PID-VUP-306 	 32A 	 S 	3216	 A1 	 H 	쥬얼테크	 스팀 		 aaa 			213
214	 쥬얼테크 	 스팀 	 F03 	 0014 					 FT 	3204	설비	F030014-FT3204	 PID-VUP-306 	 32A 	 S 	3216	 A1 	 H 	쥬얼테크	 스팀 		 aaa 			214
215	 쥬얼테크 	 스팀 	 F03 	 0014 					 PI 	3204	관제점	F030014-PI3204	 PID-VUP-306 	 32A 	 S 	3216	 A1 	 H 	쥬얼테크	 스팀 		 aaa 			215
216	 쥬얼테크 	 스팀 	 F03 	 0014 					 PI 	3204	관제점	F030014-PI3204	 PID-VUP-306 	 32A 	 S 	3216	 A1 	 H 	쥬얼테크	 스팀 		 aaa 			216
217	 쥬얼테크 	 스팀 	 F03 	 0014 					 PT 	3204	설비	F030014-PT3204	 PID-VUP-306 	 32A 	 S 	3216	 A1 	 H 	쥬얼테크	 스팀 		 aaa 			217
218	 불판업체 	 압공 	 F03 	 0015 					 XV 	3127	관제점	F030015-XV3127	 PID-VUP-308 	 25A 	 AIR 	3160	 A2 	 N 	불판업체	 압공 		 aaa 			218
219	 불판업체 	 압공 	 F03 	 0015 					 HS 	3127	설비	F030015-HS3127	 PID-VUP-308 	 25A 	 AIR 	3160	 A2 	 N 	불판업체	 압공 		 aaa 			219
220	 불판업체 	 압공 	 F03 	 0015 					 FT 	3127	설비	F030015-FT3127	 PID-VUP-308 	 25A 	 AIR 	3160	 A2 	 N 	불판업체	 압공 		 aaa 			220
221	 불판업체 	 압공 	 F03 	 0015 					 FI 	3127	관제점	F030015-FI3127	 PID-VUP-308 	 25A 	 AIR 	3160	 A2 	 N 	불판업체	 압공 		 aaa 			221
222	 불판업체 	 압공 	 F03 	 0015 					 FI 	3127	관제점	F030015-FI3127	 PID-VUP-308 	 25A 	 AIR 	3160	 A2 	 N 	불판업체	 압공 		 aaa 			222
223	 불판업체 	 압공 	 F03 	 0015 					 PT 	3127	설비	F030015-PT3127	 PID-VUP-308 	 25A 	 AIR 	3160	 A2 	 N 	불판업체	 압공 		 aaa 			223
224	 불판업체 	 압공 	 F03 	 0015 					 PI 	3127	관제점	F030015-PI3127	 PID-VUP-308 	 25A 	 AIR 	3160	 A2 	 N 	불판업체	 압공 		 aaa 			224
225	 불판업체 	 압공 	 F03 	 0015 					 PI 	3127	관제점	F030015-PI3127	 PID-VUP-308 	 25A 	 AIR 	3160	 A2 	 N 	불판업체	 압공 		 aaa 			225
226	 불판업체 	 스팀 	 F03 	 0015 					 XV 	3223	관제점	F030015-XV3223	 PID-VUP-306 	 25A 	 S 	3237	 A1 	 H 	불판업체	 스팀 		 aaa 			226
227	 불판업체 	 스팀 	 F03 	 0015 					 HS 	3223	설비	F030015-HS3223	 PID-VUP-306 	 25A 	 S 	3237	 A1 	 H 	불판업체	 스팀 		 aaa 			227
228	 불판업체 	 스팀 	 F03 	 0015 					 FT 	3223	설비	F030015-FT3223	 PID-VUP-306 	 25A 	 S 	3237	 A1 	 H 	불판업체	 스팀 		 aaa 			228
229	 불판업체 	 스팀 	 F03 	 0015 					 FI 	3223	관제점	F030015-FI3223	 PID-VUP-306 	 25A 	 S 	3237	 A1 	 H 	불판업체	 스팀 		 aaa 			229
230	 불판업체 	 스팀 	 F03 	 0015 					 FI 	3223	관제점	F030015-FI3223	 PID-VUP-306 	 25A 	 S 	3237	 A1 	 H 	불판업체	 스팀 		 aaa 			230
231	 불판업체 	 스팀 	 F03 	 0015 					 PI 	3223	관제점	F030015-PI3223	 PID-VUP-306 	 25A 	 S 	3237	 A1 	 H 	불판업체	 스팀 		 aaa 			231
232	 불판업체 	 스팀 	 F03 	 0015 					 PI 	3223	관제점	F030015-PI3223	 PID-VUP-306 	 25A 	 S 	3237	 A1 	 H 	불판업체	 스팀 		 aaa 			232
233	 불판업체 	 스팀 	 F03 	 0015 					 PT 	3223	설비	F030015-PT3223	 PID-VUP-306 	 25A 	 S 	3237	 A1 	 H 	불판업체	 스팀 		 aaa 			233
